collection_title,collection_description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idRegion,idCountry,idCountryAbr,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,intHogsexp,intPersexp,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,Spanish,2002,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,t4,Nacional,18598,85715,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/2002/t4,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/2002/t4/data_orig,\\Sdssrv03\surveys/harmonized/PER/ENAHO/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Censo,Census,Spanish,2002,NA,NA,NA,NA,NA,NA,NA,Microdata,Census,Cross-sectional,Census,NA,SCL,NA,NA,2002,NA,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,2002,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,NA,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m10,Nacional,5720,22144,NA,NA,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2002\m10\docs,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2002\m10,NA,\\Sdssrv03\surveys/survey/DOM/ENFT/2002/m10/data_orig,\\Sdssrv03\surveys/harmonized/DOM/ENFT/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,2002,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,5702,22308,NA,NA,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2002\m4\docs,NA,\\Sdssrv03\surveys\survey\DOM\ENFT\2002\m4,\\Sdssrv03\surveys\survey\DOM\ENFT\2002\m4\data_merge,\\Sdssrv03\surveys/survey/DOM/ENFT/2002/m4/data_orig,na
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Continuous Sample Survey of Population ,CSSP,English,2002,NA,"Central Statistical Office, Office of the Prime Minister",CSO,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,NA,National,CCB,Trinidad y Tobago,TTO,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/harmonized/TTO/CSSP/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2002,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,NA,National,CSC,Uruguay,URY,NA,NA,NA,NA,NA,NA,NA,a,Nacional,18420,56333,NA,NA,NA,\\Sdssrv03\surveys\survey\URY\ECH\2002\a\docs,NA,\\Sdssrv03\surveys/survey/URY/ECH/2002/a,NA,\\Sdssrv03\surveys/survey/URY/ECH/2002/a/data_orig,\\Sdssrv03\surveys/harmonized/URY/ECH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,2002,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,Semestral,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s1,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,2002,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2002,NA,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,53124,237070,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/VEN/EHM/2002/s2,NA,\\Sdssrv03\surveys/survey/VEN/EHM/2002/s2/data_orig,\\Sdssrv03\surveys/harmonized/VEN/EHM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,2003,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m5,30 Aglomerados urbanos,16924,61447,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHP\2003\m5\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/2003/m5,\\Sdssrv03\surveys\survey\ARG\EPHP\2003\m5\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHP/2003/m5/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHP/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2003,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,s2,28 Aglomerados urbanos,26502,93152,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHC\2003\s2\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/s2,\\Sdssrv03\surveys\survey\ARG\EPHC\2003\s2\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/s2/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHC/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2003,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t3,28 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/t3,\\Sdssrv03\surveys\survey\ARG\EPHC\2003\t3\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/t3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Continua,EPHC,Spanish,2003,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Trimestral,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,t4,28 Aglomerados urbanos,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/t4,\\Sdssrv03\surveys\survey\ARG\EPHC\2003\t4\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHC/2003/t4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Labour Force Survey,LFS,English,2003,NA,"Department of Statistics, Ministry of Finance",DSMF,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Anual,National,CCB,Bahamas,BHS,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Labor Force Survey,LFS,English,2003,NA,Central Statistical Office,CSO,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Anual,National,CID,Belize,BLZ,NA,NA,NA,NA,NA,NA,NA,a,Nacional,4422,19398,NA,NA,NA,\\Sdssrv03\surveys\survey\BLZ\LFS\2003\a\docs,NA,NA,\\Sdssrv03\surveys\survey\BLZ\2003\a\data_orig,\\Sdssrv03\surveys/survey/BLZ/LFS/2003/a/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CAN,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,a2003-a2004,Nacional,9149,38500,NA,NA,NA,\\Sdssrv03\surveys\survey\BOL\ECH\2003\a2003-a2004\docs,NA,\\Sdssrv03\surveys\survey\BOL\ECH\2003\a2003-a2004,NA,\\Sdssrv03\surveys/survey/BOL/ECH/2003/a2003-a2004/data_orig,\\Sdssrv03\surveys/harmonized/BOL/ECH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m1,NA,\\Sdssrv03\surveys/survey/BRA/2003/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m10,NA,\\Sdssrv03\surveys/survey/BRA/2003/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m11,NA,\\Sdssrv03\surveys/survey/BRA/2003/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m12,NA,\\Sdssrv03\surveys/survey/BRA/2003/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m2,NA,\\Sdssrv03\surveys/survey/BRA/2003/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m3,NA,\\Sdssrv03\surveys/survey/BRA/2003/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m4,NA,\\Sdssrv03\surveys/survey/BRA/2003/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m5,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m5,NA,\\Sdssrv03\surveys/survey/BRA/2003/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m6,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m6,NA,\\Sdssrv03\surveys/survey/BRA/2003/m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m7,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m7,NA,\\Sdssrv03\surveys/survey/BRA/2003/m7/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m8,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m8,NA,\\Sdssrv03\surveys/survey/BRA/2003/m8/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,Nacional,117010,384834,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\2003\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/2003/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Nova Pesquisa Mensal de Emprego,NPME,Portugues,2003,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/2003/m9,NA,\\Sdssrv03\surveys/survey/BRA/2003/m9/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Pesquisa Economia Informal Urbana,PEIU,Portugues,2003,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Caracterización Socioeconómica Nacional,CASEN,Spanish,2003,NA,Ministerio de Desarrollo Social,MIDEPLAN,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CSC,Chile,CHL,NA,NA,NA,NA,NA,NA,NA,m11_m12,Nacional,68153,257077,NA,NA,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\2003\m11_m12\docs,NA,\\Sdssrv03\surveys\survey\CHL\CASEN\2003\m11_m12,\\Sdssrv03\surveys\survey\CHL\CASEN\2003\m11_m12\data_merge,\\Sdssrv03\surveys/survey/CHL/CASEN/2003/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/CHL/CASEN/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Empleo,ENE,Spanish,2003,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Trimestral,National,CSC,Chile,CHL,NA,NA,NA,NA,NA,NA,NA,t4,Nacional,33615,120970,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m1,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m10,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m11,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m12,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m2,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m3,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Calidad de Vida,ENCV,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m3_m5,Nacional,22949,85150,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\COL\ENCV\2003\m3_m5,NA,\\Sdssrv03\surveys/survey/COL/ENCV/2003/m3_m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m5,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m6,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m7,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m8,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m9,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,2003,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,t3,Nacional,33430,136730,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\COL\ECH\2003\t3,NA,\\Sdssrv03\surveys/survey/COL/ECH/2003/t3/data_orig,\\Sdssrv03\surveys/harmonized/COL/ECH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares de Propósitos Múltiples,EHPM,Spanish,2003,NA,Dirección General de Estadística y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CID,Costa Rica,CRI,NA,NA,NA,NA,NA,NA,NA,m7,Nacional,11150,43645,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\CRI\EHPM\2003\m7,NA,\\Sdssrv03\surveys/survey/CRI/EHPM/2003/m7/data_orig,\\Sdssrv03\surveys/harmonized/CRI/EHPM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,"Encuesta Periódica de Empleo, Desempleo y Subempleo",ENIGHU,Spanish,2003,NA,Instituto Nacional de Estadisticas y Censos,INEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CAN,Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,a,Urbana,11270,46904,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,"Encuesta Periódica de Empleo, Desempleo y Subempleo",ENEMDU,Spanish,2003,NA,Instituto Nacional de Estadisticas y Censos,INEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,NA,National,CAN,Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,m12,Nacional,18959,82317,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\ECU\ENEMDU\2003\m12,NA,\\Sdssrv03\surveys/survey/ECU/ENEMDU/2003/m12/data_orig,\\Sdssrv03\surveys/harmonized/ECU/ENEMDU/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,"Encuesta Periódica de Empleo, Desempleo y Subempleo",ENEMDU,Spanish,2003,NA,Instituto Nacional de Estadisticas y Censos,INEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,2003,Mensual,National,CAN,Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,m9,Urbana,5801,24611,NA,NA,NA,NA,NA,NA,NA,NA,NA
