collections.title,collections.description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idCountry,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra (Mano de obra),EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,1002,4712,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,905,4795,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1990/m6_m8,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1990/m6_m8/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,860,3851,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1991/m10_m11,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1991/m10_m11/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,947,4309,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1992/m11_m12,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1992/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,1586,7304,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1993/m9_m10,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1993/m9_m10/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,2950,13360,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1994/m8_m10,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1994/m8_m10/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4667,21910,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1995/m8_m11,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1995/m8_m11/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,2369,10453,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1996/m8_m12,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1996/m8_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4353,20664,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EIH/1997/m8-1997_m7-1998,NA,\\Sdssrv03\surveys/survey/PRY/EIH/1997/m8-1997_m7-1998/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Integrada de Hogares,EIH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,8131,37437,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EIH/2000/m9-2000_m8-2001,NA,\\Sdssrv03\surveys/survey/PRY/EIH/2000/m9-2000_m8-2001/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EIH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,5101,24193,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/1999/m8_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/1999/m8_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,3789,17600,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2002/m11_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2002/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,9591,43161,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2003/m8_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2003/m8_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,7823,34636,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2004/m8_m11,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2004/m8_m11/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4464,19579,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2005/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2005/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,5292,22733,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2006/m11_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2006/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4812,21053,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2007/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2007/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4601,19416,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2008/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2008/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4439,18419,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2009/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2009/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,5003,20475,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2010/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2010/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,NA,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,4894,19740,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2011/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/EPH/2011/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,5300,21176,NA,na,NA,\\Sdssrv03\surveys/survey/PRY/2012/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2012/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,5432,21221,NA,na,NA,\\Sdssrv03\surveys/survey/PRY/2013/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2013/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/2014/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2014/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\PRY\EPH\2015\m10_m12\docs,NA,\\Sdssrv03\surveys/survey/PRY/2015/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2015/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\PRY\EPH\2016\m10_m12\docs,NA,\\Sdssrv03\surveys/survey/PRY/2016/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2016/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares,EPH,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\PRY\EPH\2017\m10_m12\docs,NA,\\Sdssrv03\surveys/survey/PRY/2017/m10_m12,NA,\\Sdssrv03\surveys/survey/PRY/2017/m10_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPH/data_arm
NA,NA,público,NA,NA,Encuesta Permanente de Hogares Continua,EPHC,NA,NA,NA,"Dirección General de Estadistíca, Encuestas y Censos",DGEEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,\\Sdssrv03\surveys\survey\PRY\EPHC\2018\t4\docs,NA,\\Sdssrv03\surveys/survey/PRY/2018/t4,NA,\\Sdssrv03\surveys/survey/PRY/2018/t4/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EPHC/data_arm
NA,NA,NA,NA,NA,?,SLC,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,1453,6220,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,Semestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,9506,32610,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,Semestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,9684,31766,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,Semestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,9282,29927,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,20057,64930,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,19322,61993,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,20003,64028,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,17656,56854,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18323,57674,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,10771,33745,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18478,57410,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18420,56333,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18338,55369,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18392,55587,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,18506,54330,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,85316,256866,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,46136,143185,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,50397,144582,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,46936,132599,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Continua de Hogares,ECH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,46550,132010,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta de Ingreso y Gasto de los Hogares,EIGH,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Anual,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,17216,88683,NA,NA,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/1996/t4,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/1996/t4/data_orig,\\Sdssrv03\surveys/harmonized/PER/ENAHO/data_arm
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,3843,19575,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,14627,71484,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,Trimestral,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,13352,61048,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Encuesta Nacional de Hogares,ENAHO,NA,NA,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,Perú,NA,NA,NA,NA,NA,NA,NA,NA,Nacional,6487,31280,NA,NA,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/1997/t4,NA,\\Sdssrv03\surveys/survey/PER/ENAHO/1997/t4/data_orig,\\Sdssrv03\surveys/harmonized/PER/ENAHO/data_arm
